id,target
test_id0,13.081446875736027
test_id1,12.595960590283953
test_id2,11.191255708822178
test_id3,11.174824038150616
test_id4,12.761545013055215
test_id5,12.998778140656748
test_id6,10.93967322115246
test_id7,11.432794549408625
test_id8,13.01725628961766
test_id9,11.3416946861964
test_id10,12.928647915701323
test_id11,10.216510843832227
test_id12,13.026871590515546
test_id13,12.77841877275593
test_id14,12.307099209075702
test_id15,11.769510676271848
test_id16,11.05775727170022
test_id17,13.007701084325836
test_id18,11.31049233012858
test_id19,10.786185249113382
test_id20,11.636843255938835
test_id21,12.602520351086055
test_id22,11.262485084322348
test_id23,11.279157368250834
test_id24,2.7808784721856483
test_id25,11.057211077758502
test_id26,11.67309736873877
test_id27,12.91103423402929
test_id28,12.844374579083727
test_id29,12.670607956034821
test_id30,10.588897758390104
test_id31,12.852249496974784
test_id32,11.313813984726973
test_id33,12.776663731733208
test_id34,12.858259883254167
test_id35,12.779171975240267
test_id36,12.103951909221268
test_id37,12.93358948889777
test_id38,12.770162122031364
test_id39,11.273137105867697
test_id40,11.717526593817322
test_id41,11.275498831132838
test_id42,11.10174974712012
test_id43,12.707114239272373
test_id44,11.596223810912736
test_id45,11.627461401153141
test_id46,11.320245016141243
test_id47,11.71915334755218
test_id48,12.604785859231853
test_id49,11.625497359391552
test_id50,13.037678054476158
test_id51,11.389535198185307
test_id52,10.590171745017248
test_id53,11.916467341146419
test_id54,12.943314371946876
test_id55,11.693577234153116
test_id56,10.994180308559882
test_id57,11.364586945914764
test_id58,12.68521259844034
test_id59,12.675780869339969
test_id60,11.661584734942114
test_id61,12.697114441258144
test_id62,9.113025347169312
test_id63,12.682465657521004
test_id64,12.818893316465969
test_id65,8.254760869460025
test_id66,12.883019531545905
test_id67,11.560694329057752
test_id68,11.026614224151839
test_id69,11.427070703304034
test_id70,12.878801245172097
test_id71,12.807234819264
test_id72,12.768204803356719
test_id73,10.42128130963985
test_id74,11.179713187893906
test_id75,12.74092144529429
test_id76,7.475559965207463
test_id77,11.160613891835284
test_id78,12.912697502280302
test_id79,11.138769725899447
test_id80,11.43107209814715
test_id81,12.677934083438686
test_id82,11.353580343956084
test_id83,11.179098636092819
test_id84,10.709335295330659
test_id85,10.769098125471672
test_id86,12.285001184970753
test_id87,12.873526466378648
test_id88,12.761687060747878
test_id89,11.775353051352297
test_id90,12.991713724041883
test_id91,12.917408362368743
test_id92,12.961428412784903
test_id93,9.655652683640252
test_id94,11.653554874727066
test_id95,12.935820628645468
test_id96,11.013232099950178
test_id97,12.871387973952004
test_id98,13.049761770804809
test_id99,12.745294089631372
test_id100,12.658572101986556
test_id101,9.502786167338042
test_id102,11.404971535771429
test_id103,12.762181606864182
test_id104,10.924047284106791
test_id105,11.588409031373576
test_id106,13.043589885125145
test_id107,9.946079086370995
test_id108,13.021685495568398
test_id109,13.026803563484693
test_id110,12.856059012409897
test_id111,12.80285053820183
test_id112,11.63798997053123
test_id113,10.654643873361183
test_id114,12.975148343421328
test_id115,8.48673193335853
test_id116,11.777681933358302
test_id117,12.983320418293783
test_id118,11.673134664318884
test_id119,11.628764702992537
test_id120,12.709906978055377
test_id121,12.345424916309241
test_id122,12.442984112036411
test_id123,12.762231891480312
test_id124,11.495425938250666
test_id125,11.668566718091773
test_id126,12.680252845474687
test_id127,12.97065850624075
test_id128,12.722829981323054
test_id129,11.403897067288428
test_id130,12.565648542254682
test_id131,8.618730041773489
test_id132,11.194672376434092
test_id133,12.99520572248576
test_id134,12.733555068796521
test_id135,11.275929932224381
test_id136,12.865159187494287
test_id137,12.579949230247365
test_id138,8.19415917397993
test_id139,12.599834928485658
test_id140,12.428567018873402
test_id141,8.21583620728785
test_id142,10.939822552575738
test_id143,12.470651889104657
test_id144,12.440632336134845
test_id145,11.670032634111955
test_id146,12.593052082577262
test_id147,11.493237503815266
test_id148,12.866371926720063
test_id149,12.944700028619467
test_id150,11.350314718496415
test_id151,11.619690958425885
test_id152,9.137655185059927
test_id153,10.740051955710534
test_id154,9.712850568728964
test_id155,11.355614340402742
test_id156,12.81802893250788
test_id157,11.470752357218329
test_id158,12.717403552194032
test_id159,11.591052844204064
test_id160,11.314645374977186
test_id161,10.42515085158108
test_id162,11.241971732939584
test_id163,11.228241746545239
test_id164,10.981174024614067
test_id165,11.905194085086755
test_id166,12.812991876463625
test_id167,12.74550078033976
test_id168,12.724718714078561
test_id169,11.372427463368457
test_id170,12.653127157314184
test_id171,10.960489318660109
test_id172,13.072430109842006
test_id173,11.722289182903179
test_id174,12.793310038310352
test_id175,12.785730218621874
test_id176,12.76017377269963
test_id177,11.60982689062616
test_id178,13.059702162075267
test_id179,12.831672757137435
test_id180,13.10294846618344
test_id181,11.638120905903676
test_id182,11.262899734440154
test_id183,11.696270726486178
test_id184,12.89662687768974
test_id185,12.916776773411542
test_id186,11.229645864159245
test_id187,12.569149499834731
test_id188,12.970220762199753
test_id189,11.549627481689292
test_id190,11.02710018921544
test_id191,12.758824150816743
test_id192,11.062060948513514
test_id193,11.171474756235732
test_id194,13.084081880182273
test_id195,13.047112267275805
test_id196,11.687764767063335
test_id197,10.967694651289658
test_id198,10.982567289599992
test_id199,11.37372213441259
test_id200,11.078125217415652
test_id201,12.686098097062477
test_id202,11.304707794267813
test_id203,12.666756664370855
test_id204,13.023233894255076
test_id205,12.377548409030274
test_id206,11.349620944257488
test_id207,12.828695663954548
test_id208,11.392611999651534
test_id209,11.430111842447719
test_id210,11.408408492625025
test_id211,13.011662545758247
test_id212,12.589713050126864
test_id213,12.807556184080395
test_id214,12.652200662336863
test_id215,12.860445713828415
test_id216,11.315275270056148
test_id217,11.260939761984824
test_id218,12.649238137526597
test_id219,11.268525745586716
test_id220,11.287182725071943
test_id221,11.787083299328273
test_id222,13.036407572376163
test_id223,11.197030501632058
test_id224,12.529765562598463
test_id225,10.958189618058858
test_id226,12.844673511564912
test_id227,11.395917159237124
test_id228,12.604587728952016
test_id229,12.788027109126615
test_id230,12.97681662873456
test_id231,12.965136616149826
test_id232,12.724237377460206
test_id233,12.67257503998703
test_id234,12.517723835091823
test_id235,11.207054770147955
test_id236,11.3687850235051
test_id237,11.701821506003018
test_id238,12.989897786500132
test_id239,13.03084883325051
test_id240,12.623989521754169
test_id241,11.928210374600846
test_id242,11.279614787666684
test_id243,10.472619229349144
test_id244,10.911323936101093
test_id245,11.475894684390907
test_id246,12.84568858888721
test_id247,10.992212944430243
test_id248,12.810202540143305
test_id249,11.312559502648545
test_id250,11.128301241832489
test_id251,10.897100037439225
test_id252,10.690390635440732
test_id253,12.502561807355605
test_id254,12.905216651085292
test_id255,11.396261709760926
test_id256,11.09800156567368
test_id257,12.804811399577481
test_id258,13.019752175274142
test_id259,11.13643029442846
test_id260,12.658595296998053
test_id261,8.322095520048652
test_id262,11.54194878986656
test_id263,11.157613296532713
test_id264,10.783614614255384
test_id265,10.970981269913455
test_id266,10.948905671253915
test_id267,11.653495107945147
test_id268,11.312602760162505
test_id269,12.654465305614469
test_id270,13.08543845302505
test_id271,11.442873399319069
test_id272,11.294445945839831
